brand,km_driven,fuel,owner,selling_price
Honda,100000,Diesel,First Owner,445000
Volkswagen,100000,Diesel,First Owner,400000
Hyundai,90000,Diesel,Second Owner,350000
Skoda,140000,Diesel,First Owner,295000
Maruti,25000,Petrol,First Owner,600000
Toyota,20000,Diesel,First Owner,1650000
Maruti,30000,Petrol,First Owner,100000
Ford,13000,Petrol,First Owner,690000
Hyundai,42000,Petrol,First Owner,710000
Hyundai,10000,Petrol,Second Owner,350000
Maruti,13000,Petrol,First Owner,220000
Renault,6500,Petrol,First Owner,700000
Hyundai,49500,Petrol,Second Owner,198000
Hyundai,50000,Diesel,First Owner,350000
Tata,175000,Diesel,Second Owner,210000
Tata,175000,Diesel,Second Owner,210000
Hyundai,120000,Petrol,Third Owner,70000
Maruti,110000,Diesel,Third Owner,375000
Maruti,112048,Petrol,Second Owner,380000
Honda,98000,Petrol,Third Owner,360000
Mahindra,41000,Diesel,First Owner,944999
Chevrolet,120000,Diesel,First Owner,620000
Toyota,116000,Diesel,First Owner,780000
Maruti,1000,Petrol,First Owner,445000
Hyundai,15000,Petrol,First Owner,575000
Maruti,5000,Diesel,First Owner,975000
Tata,3500,Petrol,First Owner,450000
Maruti,91000,Petrol,Second Owner,198000
Ford,56000,Diesel,First Owner,495000
Toyota,215000,Diesel,First Owner,830000
Mahindra,40000,Diesel,First Owner,800000
Maruti,70000,Diesel,Third Owner,300000
Maruti,120000,Diesel,Second Owner,300000
Mahindra,120000,Diesel,Second Owner,200000
Honda,30400,Petrol,First Owner,480000
Honda,24000,Diesel,First Owner,950000
Honda,30646,Petrol,First Owner,840000
Hyundai,15000,Diesel,First Owner,800000
Volkswagen,50000,Diesel,First Owner,750000
Hyundai,34000,Petrol,First Owner,254999
Maruti,54000,Diesel,Second Owner,725000
Mercedes-Benz,40000,Diesel,Second Owner,1859000
Chevrolet,120000,Petrol,First Owner,145000
Tata,15000,Petrol,First Owner,750000
Volkswagen,50000,Diesel,First Owner,655000
Ford,84000,Diesel,Second Owner,210000
Honda,50000,Petrol,First Owner,450000
Hyundai,25000,Petrol,Fourth & Above Owner,466000
Ford,14681,Diesel,First Owner,624000
Ford,52000,Diesel,First Owner,580000
Hyundai,18500,Petrol,First Owner,430000
Tata,50000,Diesel,First Owner,155000
Datsun,35000,Petrol,First Owner,240000
Toyota,15500,Petrol,First Owner,540000
Tata,120000,Diesel,First Owner,250000
Tata,60000,Diesel,First Owner,260000
Mahindra,80000,Diesel,Second Owner,550000
Ford,43011,Petrol,First Owner,550000
Renault,136000,Diesel,First Owner,600000
Ford,15000,Diesel,First Owner,550000
Mahindra,110000,Diesel,Second Owner,370000
Hyundai,100000,Petrol,Second Owner,250000
Maruti,70000,Petrol,Fourth & Above Owner,125000
Tata,110000,Diesel,First Owner,200000
Honda,127991,Diesel,First Owner,675000
Mitsubishi,198000,Diesel,Second Owner,150000
Tata,65000,Petrol,First Owner,290000
Maruti,90000,Petrol,Third Owner,95000
Maruti,20000,Diesel,First Owner,889000
Volkswagen,60000,Petrol,First Owner,400000
Renault,13120,Petrol,First Owner,390000
Jeep,87500,Diesel,First Owner,1550000
Hyundai,125000,Diesel,First Owner,600000
Hyundai,25000,Petrol,First Owner,800000
Maruti,120000,Diesel,Third Owner,600000
Hyundai,35000,Petrol,First Owner,795000
Hyundai,25000,Diesel,First Owner,735000
Skoda,120000,Diesel,Third Owner,250000
Renault,25000,Petrol,First Owner,400000
Hyundai,79000,Diesel,Second Owner,130000
Renault,125000,Diesel,First Owner,600000
Mahindra,140000,Diesel,First Owner,395000
Hyundai,80000,Diesel,First Owner,720000
Honda,110000,Petrol,Third Owner,450000
Ford,25000,Petrol,First Owner,700000
Honda,46000,Diesel,First Owner,1000000
Hyundai,1000,Petrol,First Owner,500000
Maruti,60000,Petrol,Second Owner,125000
Renault,80000,Diesel,First Owner,690000
Jeep,120000,Diesel,First Owner,1550000
Tata,110000,Petrol,Second Owner,170000
Fiat,110000,Diesel,Third Owner,275000
Toyota,200000,Diesel,Third Owner,500000
Volkswagen,80000,Diesel,Second Owner,950000
Maruti,24000,Diesel,First Owner,802999
Maruti,150000,Diesel,First Owner,470000
Renault,60000,Petrol,First Owner,300000
Renault,116000,Diesel,First Owner,600000
Ford,104300,Diesel,First Owner,275000
Mahindra,30000,Diesel,First Owner,700000
Mercedes-Benz,33000,Diesel,First Owner,3250000
Volkswagen,25000,Diesel,First Owner,800000
Audi,60000,Diesel,First Owner,2200000
Hyundai,121000,Diesel,Second Owner,245000
Hyundai,120000,Diesel,Second Owner,310000
Hyundai,120000,Diesel,Second Owner,245000
Volkswagen,110000,Petrol,First Owner,450000
Volkswagen,84000,Diesel,Second Owner,850000
Honda,120000,Petrol,Third Owner,325000
Maruti,100000,Diesel,Third Owner,409999
Volvo,50000,Diesel,First Owner,5500000
Hyundai,73500,Diesel,First Owner,1000000
Hyundai,34000,Diesel,Second Owner,590000
Nissan,23000,Diesel,First Owner,1200000
Ford,163000,Diesel,Third Owner,175000
Chevrolet,119000,Diesel,Second Owner,300000
Toyota,50000,Diesel,First Owner,2175000
Honda,10500,Diesel,First Owner,1110000
Mitsubishi,280000,Diesel,Second Owner,150000
Volkswagen,155000,Diesel,Second Owner,325000
Ford,163000,Diesel,First Owner,325000
Honda,75000,Petrol,First Owner,280000
Maruti,56000,Petrol,Third Owner,160000
Honda,80000,Diesel,First Owner,765000
Honda,120000,Diesel,Second Owner,640000
Tata,120000,Diesel,Third Owner,65000
Skoda,175000,Diesel,Second Owner,195000
Maruti,15000,Petrol,First Owner,295000
Maruti,100000,Diesel,Second Owner,625000
Maruti,80000,Petrol,Second Owner,160000
Maruti,84000,Petrol,Second Owner,330000
Ford,50000,Petrol,Second Owner,180000
Fiat,50000,Petrol,Second Owner,70000
Maruti,35000,Petrol,Second Owner,150000
Hyundai,30000,Petrol,First Owner,300000
Hyundai,2388,Petrol,First Owner,730000
Maruti,16200,Diesel,First Owner,650000
Maruti,10000,CNG,Second Owner,330000
Maruti,15000,Petrol,First Owner,366000
Hyundai,5000,Petrol,First Owner,1149000
Datsun,42000,Petrol,First Owner,150000
Hyundai,120000,Petrol,Second Owner,187000
Tata,60000,Diesel,Second Owner,425000
Maruti,76000,Petrol,First Owner,150000
Ford,15000,Petrol,First Owner,620000
Skoda,100000,Diesel,Second Owner,250000
Hyundai,83000,Petrol,First Owner,475000
Chevrolet,67600,Diesel,First Owner,750000
Mitsubishi,160000,Diesel,Second Owner,1250000
Hyundai,80000,Petrol,Second Owner,250000
Honda,100000,Diesel,First Owner,445000
Volkswagen,100000,Diesel,First Owner,400000
Hyundai,90000,Diesel,Second Owner,350000
Skoda,140000,Diesel,First Owner,295000
Maruti,25000,Petrol,First Owner,600000
Toyota,20000,Diesel,First Owner,1650000
Maruti,30000,Petrol,First Owner,100000
Ford,13000,Petrol,First Owner,690000
Hyundai,42000,Petrol,First Owner,710000
Hyundai,10000,Petrol,Second Owner,350000
Maruti,13000,Petrol,First Owner,220000
Renault,6500,Petrol,First Owner,700000
Hyundai,49500,Petrol,Second Owner,198000
Hyundai,50000,Diesel,First Owner,350000
Maruti,35000,Petrol,Second Owner,650000
Mahindra,120000,Diesel,Second Owner,380000
Tata,50000,Petrol,Second Owner,360000
Skoda,116000,Petrol,First Owner,385000
Hyundai,110000,Diesel,Second Owner,590000
Mahindra,70000,Diesel,Second Owner,750000
Fiat,100000,Diesel,Third Owner,254999
Hyundai,20000,Petrol,First Owner,499000
Maruti,60000,Diesel,First Owner,730000
Honda,30000,Diesel,Second Owner,650000
Renault,75000,Diesel,First Owner,220000
Maruti,110000,Petrol,Third Owner,229999
Maruti,90000,Petrol,Fourth & Above Owner,215000
Tata,110000,Diesel,Third Owner,100000
Hyundai,120000,Petrol,Fourth & Above Owner,110000
Tata,48000,Diesel,Second Owner,152000
Maruti,5000,Petrol,First Owner,600000
Chevrolet,120000,Diesel,First Owner,620000
Toyota,116000,Diesel,First Owner,780000
Maruti,1000,Petrol,First Owner,445000
Hyundai,15000,Petrol,First Owner,575000
Maruti,5000,Diesel,First Owner,975000
Tata,3500,Petrol,First Owner,450000
Ford,80000,Diesel,First Owner,480000
Maruti,48676,Petrol,First Owner,110000
Hyundai,60000,Petrol,Third Owner,105000
BMW,30000,Diesel,First Owner,5830000
Hyundai,72000,Petrol,First Owner,415000
Maruti,51000,Petrol,First Owner,475000
Maruti,29000,Petrol,First Owner,525000
Maruti,28000,Petrol,First Owner,365000
Maruti,97000,Diesel,First Owner,375000
Maruti,59000,Diesel,First Owner,765000
Maruti,27000,Diesel,First Owner,770000
Renault,30000,Petrol,First Owner,350000
Mahindra,70000,Diesel,First Owner,875000
Mahindra,69000,Diesel,First Owner,780000
Maruti,15000,Diesel,First Owner,990000
Maruti,35700,Diesel,First Owner,800000
Hyundai,120000,Diesel,Third Owner,350000
Volkswagen,120000,Diesel,First Owner,325000
Volkswagen,80000,Diesel,First Owner,360000
Maruti,120000,Petrol,First Owner,148000
Maruti,36000,Diesel,First Owner,670000
Toyota,120000,Diesel,First Owner,430999
Maruti,9000,Petrol,First Owner,260000
Tata,50000,Petrol,Second Owner,70000
Renault,35000,Petrol,First Owner,300000
Mahindra,130000,Diesel,Second Owner,150000
Ford,70000,Diesel,First Owner,260000
Maruti,90000,Diesel,Third Owner,320000
Tata,35000,Petrol,First Owner,700000
Volkswagen,80000,Petrol,First Owner,415000
Maruti,120000,Diesel,Second Owner,260000
Tata,80000,Petrol,First Owner,70000
Toyota,30000,Petrol,First Owner,515000
Hyundai,60000,Diesel,First Owner,803999
Skoda,200000,Diesel,Second Owner,275000
Ford,101000,Diesel,First Owner,934000
Ford,110000,Diesel,First Owner,210000
Toyota,136000,Diesel,Third Owner,1050000
Chevrolet,250000,Diesel,Second Owner,650000
Chevrolet,74000,Diesel,Fourth & Above Owner,550000
Chevrolet,265000,Diesel,Fourth & Above Owner,285000
Honda,22700,Petrol,First Owner,700000
Hyundai,45000,Petrol,First Owner,525000
Maruti,36000,Petrol,Second Owner,250000
Maruti,57000,Diesel,Second Owner,575000
Tata,33000,Diesel,First Owner,540000
Maruti,59000,Petrol,First Owner,560000
Volkswagen,200000,Diesel,First Owner,380000
Ford,80000,Petrol,Second Owner,240000
Chevrolet,70000,LPG,First Owner,300000
Datsun,50000,Petrol,First Owner,280000
Maruti,118000,Diesel,Second Owner,350000
Tata,250000,Diesel,Second Owner,110000
Tata,20000,Diesel,First Owner,980000
Tata,21871,Diesel,First Owner,969999
Mahindra,120000,Diesel,First Owner,357000
Tata,100000,Diesel,First Owner,280000
Mahindra,50000,Diesel,First Owner,430000
Maruti,50000,Diesel,First Owner,217000
Maruti,70000,Petrol,First Owner,250000
Chevrolet,80000,Diesel,First Owner,525000
Tata,25000,Petrol,First Owner,500000
Mahindra,60000,Diesel,First Owner,1000000
Maruti,25000,Petrol,First Owner,316000
Maruti,50000,Petrol,First Owner,350000
Tata,14000,Diesel,First Owner,950000
Maruti,55425,Petrol,Second Owner,45000
Mahindra,76000,Diesel,First Owner,475000
Toyota,3000,Diesel,First Owner,3200000
Mahindra,139000,Diesel,First Owner,600000
Volkswagen,100000,Petrol,First Owner,430000
Hyundai,60000,Diesel,First Owner,965000
Skoda,35000,Petrol,Second Owner,395000
Tata,120000,Diesel,First Owner,150000
Maruti,37659,Diesel,First Owner,700000
Maruti,89000,Diesel,Second Owner,250000
Maruti,37500,Diesel,Second Owner,680000
Tata,5000,Petrol,First Owner,500000
Hyundai,21000,Petrol,First Owner,420000
Maruti,10000,Petrol,Second Owner,290000
Maruti,30000,Diesel,First Owner,750000
Maruti,19800,Petrol,First Owner,300000
Maruti,90000,Diesel,Third Owner,250000
Honda,33033,Petrol,First Owner,335000
Hyundai,63063,Petrol,First Owner,465000
Maruti,70000,Petrol,Second Owner,100000
Maruti,80000,Petrol,Second Owner,100000
Maruti,120000,Diesel,Third Owner,550000
Maruti,120000,Diesel,First Owner,341000
Hyundai,50000,Diesel,First Owner,600000
Honda,167000,Diesel,First Owner,650000
Chevrolet,80000,Petrol,First Owner,75527
Tata,100000,Diesel,Second Owner,215000
Maruti,60000,Diesel,First Owner,650000
Renault,50000,Diesel,First Owner,900000
Hyundai,17000,Petrol,First Owner,500000
Maruti,46000,Petrol,First Owner,550000
Maruti,60000,Diesel,First Owner,475000
Maruti,198000,Petrol,Second Owner,65000
Hyundai,60000,Diesel,First Owner,425000
Toyota,90000,Diesel,Fourth & Above Owner,476999
Chevrolet,40000,Petrol,Second Owner,150000
Maruti,90000,Petrol,First Owner,225000
Maruti,80000,Petrol,First Owner,190000
Maruti,164000,Petrol,Third Owner,100000
Mahindra,70000,Diesel,Second Owner,400000
Audi,31800,Diesel,First Owner,3975000
Honda,74000,Petrol,First Owner,1350000
Lexus,20000,Petrol,First Owner,5150000
Jaguar,45000,Diesel,First Owner,3200000
Jeep,17000,Petrol,First Owner,4100000
Mahindra,12000,Diesel,First Owner,900000
Toyota,68089,Petrol,First Owner,2000000
Honda,56494,Petrol,First Owner,550000
Toyota,79328,Diesel,Second Owner,750000
Honda,7032,Petrol,First Owner,779000
BMW,10000,Diesel,First Owner,4000000
Mercedes-Benz,17000,Petrol,First Owner,5200000
Land,21000,Diesel,First Owner,4500000
Tata,26500,Diesel,First Owner,969999
Mercedes-Benz,37000,Diesel,First Owner,6000000
Hyundai,45629,Petrol,First Owner,475000
Hyundai,3500,Petrol,First Owner,1125000
Honda,52000,Petrol,First Owner,1650000
Mahindra,35000,Diesel,First Owner,740000
Mahindra,15000,Petrol,First Owner,400000
Maruti,14000,Petrol,First Owner,430000
Mahindra,20000,Petrol,First Owner,1132000
Maruti,68850,Petrol,First Owner,352000
Tata,45775,Petrol,First Owner,252999
Chevrolet,70000,Petrol,Second Owner,80000
Maruti,68203,Petrol,First Owner,313000
Hyundai,30000,Petrol,Second Owner,380000
Renault,25000,Petrol,First Owner,350000
Renault,90000,Diesel,Second Owner,600000
Tata,97343,Diesel,First Owner,88000
Maruti,70000,Petrol,Fourth & Above Owner,160000
Maruti,70000,Petrol,Fourth & Above Owner,125000
Hyundai,31000,Petrol,First Owner,290000
Mahindra,70000,Diesel,First Owner,650000
Maruti,20000,CNG,First Owner,380000
Hyundai,62000,Petrol,First Owner,180000
Maruti,29000,Petrol,First Owner,75000
Tata,82507,Diesel,First Owner,132000
Chevrolet,60000,Petrol,Second Owner,110000
Maruti,10000,Petrol,First Owner,390000
Hyundai,70000,Petrol,First Owner,550000
Hyundai,70000,Petrol,Second Owner,70000
Maruti,59400,Petrol,Fourth & Above Owner,70000
Hyundai,20000,Petrol,First Owner,275000
Maruti,125876,Petrol,Second Owner,250000
Jeep,5000,Petrol,First Owner,2100000
Tata,90000,Diesel,Second Owner,250000
Isuzu,56800,Diesel,First Owner,1250000
Audi,60000,Diesel,First Owner,1500000
Toyota,60000,Diesel,First Owner,800000
Toyota,150000,Diesel,First Owner,1380000
Maruti,65204,Petrol,First Owner,325000
Hyundai,2286,Petrol,First Owner,1150000
Maruti,15732,Petrol,First Owner,655000
Mahindra,13000,Diesel,First Owner,890000
Maruti,33000,Petrol,First Owner,525000
Hyundai,100000,Petrol,First Owner,300000
BMW,39000,Diesel,First Owner,2950000
BMW,10000,Diesel,First Owner,5200000
Honda,28900,Petrol,First Owner,925000
Honda,49523,Petrol,First Owner,675000
Maruti,48000,Diesel,First Owner,745000
Maruti,17000,Diesel,First Owner,835000
Volkswagen,36800,Diesel,First Owner,695000
Maruti,36521,Diesel,First Owner,725000
Maruti,90000,Petrol,First Owner,620000
Maruti,80000,Petrol,Third Owner,58000
Nissan,71000,Diesel,First Owner,335000
Mahindra,108000,Diesel,First Owner,475000
Renault,75000,Diesel,First Owner,484999
Maruti,33000,Petrol,First Owner,610000
Hyundai,50000,Diesel,First Owner,1000000
Renault,35000,Petrol,First Owner,300000
Hyundai,15000,Petrol,First Owner,1405000
Maruti,22000,Petrol,Second Owner,650000
Hyundai,108000,Diesel,First Owner,850000
Audi,76131,Diesel,First Owner,1850000
Hyundai,40000,Petrol,First Owner,267000
Hyundai,47000,Petrol,Second Owner,215000
Tata,45000,Diesel,First Owner,1282000
Maruti,15000,Petrol,First Owner,282000
Toyota,90000,Diesel,First Owner,610000
Mahindra,35000,Diesel,First Owner,900000
Mahindra,70000,Diesel,First Owner,800000
Hyundai,110000,Diesel,Second Owner,380000
Mahindra,120000,Diesel,Second Owner,450000
Maruti,120000,Diesel,First Owner,242000
Renault,35000,Petrol,Second Owner,350000
Tata,22000,Petrol,First Owner,400000
Maruti,70000,Petrol,First Owner,400000
Chevrolet,56000,Diesel,First Owner,246000
Tata,65000,Diesel,First Owner,221000
Ford,62000,Diesel,First Owner,700000
Toyota,52000,Diesel,First Owner,1750000
Hyundai,49000,Diesel,First Owner,550000
Maruti,50000,Diesel,Second Owner,550000
Maruti,65000,Diesel,First Owner,375000
Hyundai,55000,Diesel,First Owner,391000
Mercedes-Benz,35000,Diesel,Second Owner,2051000
Tata,78000,Diesel,Second Owner,525000
Hyundai,58000,Diesel,Second Owner,212000
Chevrolet,56000,Diesel,Second Owner,221000
Fiat,61000,Diesel,Second Owner,265000
Renault,61000,Diesel,Second Owner,399000
Hyundai,61000,Diesel,Second Owner,175000
Skoda,64481,Diesel,Second Owner,411000
Volkswagen,65000,Diesel,Second Owner,365000
BMW,80000,Diesel,Second Owner,975000
Nissan,61000,Diesel,Second Owner,499000
Mercedes-Benz,70000,Diesel,First Owner,2575000
Chevrolet,30000,Petrol,First Owner,145000
Tata,200000,Diesel,Second Owner,200000
Audi,230000,Diesel,First Owner,1200000
Hyundai,100000,Petrol,First Owner,280000
Mahindra,95000,Diesel,Second Owner,450000
Honda,140000,Petrol,Third Owner,150000
Honda,70000,Petrol,First Owner,600000
Renault,60000,Petrol,First Owner,275000
Tata,88000,Diesel,First Owner,110000
Mahindra,200000,Diesel,Fourth & Above Owner,500000
Mahindra,60000,Diesel,Second Owner,700000
BMW,155000,Diesel,Second Owner,900000
Maruti,80000,Petrol,Second Owner,150000
Nissan,80000,Petrol,Third Owner,275000
Maruti,40000,Diesel,First Owner,455000
Hyundai,50000,Diesel,First Owner,900000
Maruti,40000,Diesel,First Owner,455000
Honda,47000,Diesel,Second Owner,650000
Hyundai,20000,Petrol,Second Owner,551000
Volkswagen,49060,Diesel,First Owner,650000
Hyundai,60000,Petrol,First Owner,600000
Maruti,18000,Petrol,First Owner,235000
Ford,37161,Diesel,First Owner,800000
Hyundai,80000,Diesel,First Owner,1050000
Tata,28000,Petrol,Second Owner,45000
Hyundai,100000,Petrol,Second Owner,450000
Volkswagen,120000,Diesel,Second Owner,391000
Chevrolet,70000,Diesel,Second Owner,380000
Maruti,90000,Petrol,Second Owner,170000
Tata,90000,Diesel,Second Owner,250000
Toyota,60000,Diesel,First Owner,800000
Toyota,150000,Diesel,First Owner,1380000
Mahindra,24000,Diesel,First Owner,700000
Honda,100000,Diesel,Second Owner,450000
Mahindra,6000,Petrol,First Owner,650000
Mahindra,49700,Diesel,First Owner,950000
Toyota,80000,Diesel,Second Owner,626000
Toyota,100000,Diesel,First Owner,200000
Maruti,10000,Petrol,First Owner,600000
Renault,21000,Petrol,First Owner,290000
Maruti,25000,Petrol,First Owner,215000
Renault,22000,Petrol,First Owner,250000
Maruti,50000,Diesel,First Owner,750000
Maruti,20000,Petrol,Second Owner,250000
Honda,15000,Petrol,First Owner,950000
Ford,30000,Diesel,First Owner,793000
Hyundai,74000,Diesel,First Owner,750000
Honda,6550,Petrol,First Owner,725000
Hyundai,30000,Diesel,First Owner,480000
Jaguar,9000,Diesel,First Owner,2711000
Lexus,20000,Petrol,First Owner,5150000
Jaguar,45000,Diesel,First Owner,3200000
Tata,110000,Diesel,First Owner,503000
Volvo,20000,Diesel,First Owner,3800000
Toyota,68089,Petrol,First Owner,2000000
Maruti,58343,Petrol,First Owner,225000
Maruti,38817,Diesel,First Owner,740000
Honda,56494,Petrol,First Owner,550000
Toyota,79328,Diesel,Second Owner,750000
Maruti,5621,Petrol,First Owner,650000
Toyota,25538,Petrol,First Owner,625000
Maruti,69779,Petrol,First Owner,600000
Hyundai,56290,Diesel,First Owner,450000
BMW,7500,Diesel,First Owner,5400000
BMW,8500,Diesel,First Owner,5500000
Honda,7032,Petrol,First Owner,779000
Skoda,11000,Petrol,First Owner,645000
Volvo,2000,Diesel,First Owner,2475000
Hyundai,20000,Petrol,First Owner,990000
Maruti,68000,Diesel,First Owner,370000
Chevrolet,60175,Petrol,First Owner,300000
Hyundai,25000,Petrol,First Owner,250000
Ford,49957,Diesel,First Owner,700000
Ford,43235,Diesel,First Owner,600000
Ford,50699,Diesel,First Owner,925000
Hyundai,111000,Diesel,Second Owner,700000
Maruti,48000,Petrol,Second Owner,700000
Maruti,90000,Diesel,Fourth & Above Owner,185000
Tata,80000,Diesel,First Owner,434999
Ford,100000,Petrol,First Owner,400000
Ford,90000,Diesel,Third Owner,180000
Maruti,50000,Diesel,First Owner,600000
